dt,Hr,Entry Fee,Seats,Rake Percent,Rake,Users,Wager
"July 8, 2018",14,10000,2,6.00%,36000,21,600000
"July 8, 2018",15,10,2,15.00%,189,87,1260
"July 8, 2018",15,10,6,15.00%,1287,516,7890
"July 8, 2018",15,25,2,15.00%,315,42,2100
"July 8, 2018",15,25,6,15.00%,2589,453,16800
"July 8, 2018",15,50,2,15.00%,315,27,2100
"July 8, 2018",15,50,6,15.00%,3174,279,20700
"July 8, 2018",15,100,2,15.00%,270,15,1800
"July 8, 2018",15,100,6,15.00%,10035,390,62400
"July 8, 2018",15,250,6,15.00%,12264,171,75750
"July 8, 2018",15,500,6,12.00%,6660,78,55500
"July 8, 2018",15,1000,6,10.00%,30900,138,291000
"July 8, 2018",15,2000,2,10.00%,2400,9,24000
"July 8, 2018",15,3000,6,10.00%,28800,27,261000
"July 8, 2018",15,5000,2,8.00%,4800,9,60000
"July 8, 2018",15,10000,2,6.00%,10800,9,180000
"July 8, 2018",16,10,2,15.00%,297,114,1980
"July 8, 2018",16,10,6,15.00%,1323,531,8220
"July 8, 2018",16,25,2,15.00%,405,36,2700
"July 8, 2018",16,25,6,15.00%,2454,402,15000
"July 8, 2018",16,50,2,15.00%,225,18,1500
"July 8, 2018",16,50,6,15.00%,2409,216,14850
"July 8, 2018",16,100,2,15.00%,90,6,600
"July 8, 2018",16,100,6,15.00%,9900,327,60300
"July 8, 2018",16,250,6,15.00%,10575,162,66750
"July 8, 2018",16,500,6,12.00%,5220,57,43500
"July 8, 2018",16,1000,6,10.00%,34800,150,336000
"July 8, 2018",16,3000,6,10.00%,25200,36,243000
"July 8, 2018",17,10,2,15.00%,189,78,1260
"July 8, 2018",17,10,6,15.00%,1248,507,7620
"July 8, 2018",17,25,2,15.00%,159,30,1050
"July 8, 2018",17,25,6,15.00%,2238,372,14100
"July 8, 2018",17,50,2,15.00%,135,12,900
"July 8, 2018",17,50,6,15.00%,2544,210,15750
"July 8, 2018",17,100,2,15.00%,360,12,2400
"July 8, 2018",17,100,6,15.00%,8370,339,51600
"July 8, 2018",17,250,6,15.00%,9564,150,62250
"July 8, 2018",17,500,6,12.00%,4500,57,37500
"July 8, 2018",17,1000,6,10.00%,37500,138,357000
"July 8, 2018",17,3000,6,10.00%,26100,42,243000
"July 8, 2018",17,5000,2,8.00%,12000,9,150000
"July 8, 2018",17,10000,2,6.00%,10800,9,180000
"July 8, 2018",18,10,2,15.00%,144,75,960
"July 8, 2018",18,10,6,15.00%,969,426,5760
"July 8, 2018",18,25,2,15.00%,204,36,1350
"July 8, 2018",18,25,6,15.00%,2295,393,14250
"July 8, 2018",18,50,2,15.00%,45,6,300
"July 8, 2018",18,50,6,15.00%,3084,264,19950
"July 8, 2018",18,100,6,15.00%,7740,300,49500
"July 8, 2018",18,250,6,15.00%,9114,135,56250
"July 8, 2018",18,500,6,12.00%,360,6,3000
"July 8, 2018",18,1000,6,10.00%,26100,117,246000
"July 8, 2018",18,2000,2,10.00%,4800,12,48000
"July 8, 2018",18,3000,6,10.00%,18900,33,189000
"July 8, 2018",18,5000,2,8.00%,4800,9,60000
"July 8, 2018",18,10000,2,6.00%,32400,21,540000
"July 8, 2018",19,10,2,15.00%,189,90,1260
"July 8, 2018",19,10,6,15.00%,927,387,5700
"July 8, 2018",19,25,2,15.00%,135,27,900
"July 8, 2018",19,25,6,15.00%,2139,357,13575
"July 8, 2018",19,50,2,15.00%,135,18,900
"July 8, 2018",19,50,6,15.00%,2994,252,19200
"July 8, 2018",19,100,2,15.00%,90,6,600
"July 8, 2018",19,100,6,15.00%,8100,300,50100
"July 8, 2018",19,250,6,15.00%,12714,168,80250
"July 8, 2018",19,500,6,12.00%,3240,36,27000
"July 8, 2018",19,1000,6,10.00%,19800,99,186000
"July 8, 2018",19,2000,2,10.00%,1200,6,12000
"July 8, 2018",19,3000,6,10.00%,16200,27,144000
"July 8, 2018",19,5000,2,8.00%,2400,6,30000
"July 8, 2018",19,10000,2,6.00%,54000,15,900000
"July 8, 2018",20,10,2,15.00%,171,78,1140
"July 8, 2018",20,10,6,15.00%,1140,462,6990
"July 8, 2018",20,25,2,15.00%,225,48,1500
"July 8, 2018",20,25,6,15.00%,1890,363,12150
"July 8, 2018",20,50,2,15.00%,90,12,600
"July 8, 2018",20,50,6,15.00%,3174,261,20250
"July 8, 2018",20,100,6,15.00%,7875,294,48300
"July 8, 2018",20,250,6,15.00%,10800,180,69750
"July 8, 2018",20,500,6,12.00%,2340,27,19500
"July 8, 2018",20,1000,6,10.00%,21000,87,198000
"July 8, 2018",20,3000,6,10.00%,20700,36,198000
"July 8, 2018",20,5000,2,8.00%,2400,6,30000
"July 8, 2018",20,10000,2,6.00%,68400,27,1140000
"July 8, 2018",21,10,2,15.00%,90,51,600
"July 8, 2018",21,10,6,15.00%,1131,462,6900
"July 8, 2018",21,25,2,15.00%,225,48,1500
"July 8, 2018",21,25,6,15.00%,2184,405,13500
"July 8, 2018",21,50,2,15.00%,180,12,1200
"July 8, 2018",21,50,6,15.00%,2769,255,17250
"July 8, 2018",21,100,6,15.00%,7875,273,49200
"July 8, 2018",21,250,6,15.00%,12150,174,77250
"July 8, 2018",21,500,2,12.00%,360,6,3000
"July 8, 2018",21,500,6,12.00%,1620,24,13500
"July 8, 2018",21,1000,6,10.00%,24300,120,225000
"July 8, 2018",21,2000,2,10.00%,2400,9,24000
"July 8, 2018",21,3000,6,10.00%,18000,24,153000
"July 8, 2018",21,5000,2,8.00%,4800,9,60000
"July 8, 2018",21,10000,2,6.00%,39600,30,660000
"July 8, 2018",22,10,2,15.00%,126,60,840
"July 8, 2018",22,10,6,15.00%,1368,531,8610
"July 8, 2018",22,25,2,15.00%,405,63,2700
"July 8, 2018",22,25,6,15.00%,2127,393,13425
"July 8, 2018",22,50,2,15.00%,180,18,1200
"July 8, 2018",22,50,6,15.00%,3150,279,19800
"July 8, 2018",22,100,2,15.00%,270,15,1800
"July 8, 2018",22,100,6,15.00%,9540,366,60000
"July 8, 2018",22,250,6,15.00%,11700,174,75750
"July 8, 2018",22,500,6,12.00%,5580,72,46500
"July 8, 2018",22,1000,6,10.00%,22200,108,204000
"July 8, 2018",22,3000,6,10.00%,22500,42,207000
"July 8, 2018",22,5000,2,8.00%,7200,12,90000
"July 8, 2018",22,10000,2,6.00%,18000,15,300000
"July 8, 2018",23,10,2,15.00%,216,75,1440
"July 8, 2018",23,10,6,15.00%,1179,477,7200
"July 8, 2018",23,25,2,15.00%,384,57,2550
"July 8, 2018",23,25,6,15.00%,1788,306,11400
"July 8, 2018",23,50,2,15.00%,450,36,3000
"July 8, 2018",23,50,6,15.00%,4140,315,26100
"July 8, 2018",23,100,2,15.00%,450,18,3000
"July 8, 2018",23,100,6,15.00%,10035,351,61500
"July 8, 2018",23,250,6,15.00%,14514,225,91500
"July 8, 2018",23,500,6,12.00%,8100,90,66000
"July 8, 2018",23,1000,6,10.00%,23700,105,231000
"July 8, 2018",23,3000,6,10.00%,20700,30,198000
"July 8, 2018",23,10000,2,6.00%,18000,18,300000
"July 9, 2018",0,10,2,15.00%,117,42,780
"July 9, 2018",0,10,6,15.00%,870,303,5250
"July 9, 2018",0,25,2,15.00%,405,39,2700
"July 9, 2018",0,25,6,15.00%,1575,231,9525
"July 9, 2018",0,50,2,15.00%,450,21,3000
"July 9, 2018",0,50,6,15.00%,2814,210,17100
"July 9, 2018",0,100,6,15.00%,4455,180,27600
"July 9, 2018",0,250,6,15.00%,13050,177,78000
"July 9, 2018",0,500,2,12.00%,360,6,3000
"July 9, 2018",0,500,6,12.00%,7380,78,60000
"July 9, 2018",0,1000,6,10.00%,21900,90,204000
"July 9, 2018",0,3000,2,10.00%,1800,6,18000
"July 9, 2018",0,3000,6,10.00%,22500,27,216000
"July 9, 2018",0,5000,2,8.00%,2400,6,30000
"July 9, 2018",0,10000,2,6.00%,32400,15,540000
"July 9, 2018",1,10,2,15.00%,81,30,540
"July 9, 2018",1,10,6,15.00%,528,210,3270
"July 9, 2018",1,25,2,15.00%,69,18,450
"July 9, 2018",1,25,6,15.00%,1080,186,6825
"July 9, 2018",1,50,2,15.00%,135,15,900
"July 9, 2018",1,50,6,15.00%,990,90,6300
"July 9, 2018",1,100,2,15.00%,180,6,1200
"July 9, 2018",1,100,6,15.00%,3240,129,21000
"July 9, 2018",1,250,6,15.00%,9339,111,57750
"July 9, 2018",1,500,6,12.00%,5040,45,39000
"July 9, 2018",1,1000,6,10.00%,23700,87,219000
"July 9, 2018",1,3000,6,10.00%,19800,27,198000
"July 9, 2018",1,5000,2,8.00%,7200,6,90000
"July 9, 2018",1,10000,2,6.00%,21600,12,360000
"July 9, 2018",2,10,2,15.00%,27,12,180
"July 9, 2018",2,10,6,15.00%,351,129,2160
"July 9, 2018",2,25,2,15.00%,69,15,450
"July 9, 2018",2,25,6,15.00%,777,111,4875
"July 9, 2018",2,50,6,15.00%,405,36,2550
"July 9, 2018",2,100,6,15.00%,2115,81,13200
"July 9, 2018",2,250,6,15.00%,4164,51,25500
"July 9, 2018",2,500,6,12.00%,2880,24,21000
"July 9, 2018",2,1000,6,10.00%,12600,42,123000
"July 9, 2018",2,3000,6,10.00%,24300,33,234000
"July 9, 2018",2,5000,2,8.00%,7200,9,90000
"July 9, 2018",2,10000,2,6.00%,7200,6,120000
"July 9, 2018",3,10,6,15.00%,114,39,750
"July 9, 2018",3,25,2,15.00%,69,15,450
"July 9, 2018",3,25,6,15.00%,192,39,1275
"July 9, 2018",3,50,6,15.00%,720,63,4650
"July 9, 2018",3,100,6,15.00%,585,33,3300
"July 9, 2018",3,250,6,15.00%,1350,24,9000
"July 9, 2018",3,500,6,12.00%,720,9,6000
"July 9, 2018",3,1000,6,10.00%,4500,21,39000
"July 9, 2018",3,3000,6,10.00%,10800,9,99000
"July 9, 2018",3,5000,2,8.00%,9600,6,120000
"July 9, 2018",3,10000,2,6.00%,3600,6,60000
"July 9, 2018",4,10,6,15.00%,24,9,150
"July 9, 2018",4,25,2,15.00%,45,9,300
"July 9, 2018",4,25,6,15.00%,123,15,750
"July 9, 2018",4,50,2,15.00%,45,6,300
"July 9, 2018",4,100,6,15.00%,1170,33,6600
"July 9, 2018",4,1000,6,10.00%,5700,18,57000
"July 9, 2018",4,3000,6,10.00%,13500,9,126000
"July 9, 2018",5,10,6,15.00%,108,51,720
"July 9, 2018",5,25,2,15.00%,45,6,300
"July 9, 2018",5,25,6,15.00%,237,30,1500
"July 9, 2018",5,50,2,15.00%,45,6,300
"July 9, 2018",5,50,6,15.00%,114,9,750
"July 9, 2018",5,100,6,15.00%,405,21,2700
"July 9, 2018",5,1000,6,10.00%,600,6,6000
"July 9, 2018",5,3000,6,10.00%,1800,6,18000
"July 9, 2018",5,5000,2,8.00%,2400,6,30000
"July 9, 2018",6,10,6,15.00%,123,48,780
"July 9, 2018",6,25,6,15.00%,450,81,3000
"July 9, 2018",6,50,2,15.00%,270,12,1800
"July 9, 2018",6,50,6,15.00%,249,30,1650
"July 9, 2018",6,100,6,15.00%,720,36,4500
"July 9, 2018",6,250,6,15.00%,2139,33,14250
"July 9, 2018",6,1000,6,10.00%,3600,15,36000
"July 9, 2018",7,10,2,15.00%,27,15,180
"July 9, 2018",7,10,6,15.00%,303,147,1770
"July 9, 2018",7,25,2,15.00%,45,12,300
"July 9, 2018",7,25,6,15.00%,654,129,4125
"July 9, 2018",7,50,6,15.00%,450,48,2700
"July 9, 2018",7,100,6,15.00%,1080,45,7200
"July 9, 2018",7,250,6,15.00%,1239,24,8250
"July 9, 2018",7,1000,6,10.00%,4500,18,45000
"July 9, 2018",7,10000,2,6.00%,10800,6,180000
"July 9, 2018",8,10,2,15.00%,9,6,60
"July 9, 2018",8,10,6,15.00%,447,201,2730
"July 9, 2018",8,25,6,15.00%,1113,192,7125
"July 9, 2018",8,50,6,15.00%,1194,138,7500
"July 9, 2018",8,100,6,15.00%,2790,111,17700
"July 9, 2018",8,250,6,15.00%,3150,54,19500
"July 9, 2018",8,500,6,12.00%,360,6,3000
"July 9, 2018",8,1000,6,10.00%,4500,24,39000
"July 9, 2018",8,10000,2,6.00%,10800,12,180000
"July 9, 2018",9,10,2,15.00%,54,21,360
"July 9, 2018",9,10,6,15.00%,594,273,3720
"July 9, 2018",9,25,2,15.00%,114,18,750
"July 9, 2018",9,25,6,15.00%,1992,294,12000
"July 9, 2018",9,50,2,15.00%,90,12,600
"July 9, 2018",9,50,6,15.00%,1035,111,6750
"July 9, 2018",9,100,6,15.00%,4365,165,27000
"July 9, 2018",9,250,6,15.00%,6639,93,42750
"July 9, 2018",9,500,6,12.00%,1440,24,12000
"July 9, 2018",9,1000,6,10.00%,10200,48,93000
"July 9, 2018",9,10000,2,6.00%,25200,18,420000
"July 9, 2018",10,10,2,15.00%,90,45,600
"July 9, 2018",10,10,6,15.00%,774,324,4830
"July 9, 2018",10,25,2,15.00%,159,33,1050
"July 9, 2018",10,25,6,15.00%,2025,306,12675
"July 9, 2018",10,50,2,15.00%,270,21,1800
"July 9, 2018",10,50,6,15.00%,1689,165,10650
"July 9, 2018",10,100,6,15.00%,4815,174,31500
"July 9, 2018",10,250,6,15.00%,8100,120,51750
"July 9, 2018",10,500,6,12.00%,3780,39,31500
"July 9, 2018",10,1000,6,10.00%,18600,87,174000
"July 9, 2018",10,3000,6,10.00%,1800,6,18000
"July 9, 2018",10,5000,2,8.00%,4800,6,60000
"July 9, 2018",10,10000,2,6.00%,14400,21,240000
"July 9, 2018",11,10,2,15.00%,162,75,1080
"July 9, 2018",11,10,6,15.00%,1053,432,6600
"July 9, 2018",11,25,2,15.00%,180,27,1200
"July 9, 2018",11,25,6,15.00%,2319,351,14175
"July 9, 2018",11,50,2,15.00%,360,24,2400
"July 9, 2018",11,50,6,15.00%,2070,201,13200
"July 9, 2018",11,100,6,15.00%,6345,252,39000
"July 9, 2018",11,250,6,15.00%,8775,111,51000
"July 9, 2018",11,500,6,12.00%,2340,27,16500
"July 9, 2018",11,1000,6,10.00%,16800,75,159000
"July 9, 2018",11,3000,6,10.00%,21600,27,207000
"July 9, 2018",11,5000,2,8.00%,2400,6,30000
"July 9, 2018",11,10000,2,6.00%,3600,6,60000
"July 9, 2018",12,10,2,15.00%,99,45,660
"July 9, 2018",12,10,6,15.00%,1116,498,7110
"July 9, 2018",12,25,2,15.00%,114,27,750
"July 9, 2018",12,25,6,15.00%,1902,360,12000
"July 9, 2018",12,50,2,15.00%,270,21,1800
"July 9, 2018",12,50,6,15.00%,3039,249,18450
"July 9, 2018",12,100,6,15.00%,6975,285,43800
"July 9, 2018",12,250,6,15.00%,13500,183,84000
"July 9, 2018",12,500,6,12.00%,3960,54,31500
"July 9, 2018",12,1000,6,10.00%,24300,111,234000
"July 9, 2018",12,3000,6,10.00%,9900,18,81000
"July 9, 2018",12,10000,2,6.00%,18000,12,300000
"July 9, 2018",13,10,2,15.00%,72,36,480
"July 9, 2018",13,10,6,15.00%,1161,495,7290
"July 9, 2018",13,25,2,15.00%,225,39,1500
"July 9, 2018",13,25,6,15.00%,2364,426,14625
"July 9, 2018",13,50,2,15.00%,135,12,900
"July 9, 2018",13,50,6,15.00%,3039,252,18750
"July 9, 2018",13,100,6,15.00%,7470,276,46200
"July 9, 2018",13,250,6,15.00%,11139,168,71250
"July 9, 2018",13,500,6,12.00%,5940,63,48000
"July 9, 2018",13,1000,6,10.00%,22500,114,210000
"July 9, 2018",13,3000,6,10.00%,16200,30,153000
"July 9, 2018",13,10000,2,6.00%,28800,15,480000
"July 9, 2018",14,10,2,15.00%,153,57,1020
"July 9, 2018",14,10,6,15.00%,1149,471,7140
"July 9, 2018",14,25,2,15.00%,270,39,1800
"July 9, 2018",14,25,6,15.00%,2409,411,15000
"July 9, 2018",14,50,2,15.00%,225,18,1500
"July 9, 2018",14,50,6,15.00%,2745,255,16800
"July 9, 2018",14,100,6,15.00%,7605,282,48300
"July 9, 2018",14,250,6,15.00%,12939,174,74250
"July 9, 2018",14,500,6,12.00%,2160,30,18000
"July 9, 2018",14,1000,2,10.00%,600,6,6000
"July 9, 2018",14,1000,6,10.00%,23100,126,225000
"July 9, 2018",14,3000,2,10.00%,3600,6,36000
"July 9, 2018",14,3000,6,10.00%,11700,33,117000
"July 9, 2018",14,10000,2,6.00%,7200,12,120000
"July 9, 2018",15,10,2,15.00%,153,63,1020
"July 9, 2018",15,10,6,15.00%,1212,522,7530
"July 9, 2018",15,25,2,15.00%,429,69,2850
"July 9, 2018",15,25,6,15.00%,2598,408,16050
"July 9, 2018",15,50,2,15.00%,450,21,3000
"July 9, 2018",15,50,6,15.00%,3534,279,21150
"July 9, 2018",15,100,2,15.00%,180,12,1200
"July 9, 2018",15,100,6,15.00%,9315,354,59400
"July 9, 2018",15,250,6,15.00%,9225,132,58500
"July 9, 2018",15,500,6,12.00%,7200,63,58500
"July 9, 2018",15,1000,6,10.00%,19200,105,177000
"July 9, 2018",15,3000,6,10.00%,18900,39,189000
"July 9, 2018",15,10000,2,6.00%,25200,18,420000
"July 9, 2018",16,10,2,15.00%,189,72,1260
"July 9, 2018",16,10,6,15.00%,1077,408,6420
"July 9, 2018",16,25,2,15.00%,270,57,1800
"July 9, 2018",16,25,6,15.00%,2835,444,17775
"July 9, 2018",16,50,2,15.00%,585,33,3900
"July 9, 2018",16,50,6,15.00%,3399,270,20400
"July 9, 2018",16,100,6,15.00%,8460,288,52200
"July 9, 2018",16,250,6,15.00%,15300,168,93000
"July 9, 2018",16,500,6,12.00%,3420,42,25500
"July 9, 2018",16,1000,6,10.00%,28500,126,267000
"July 9, 2018",16,3000,6,10.00%,25200,42,243000
"July 9, 2018",16,10000,2,6.00%,7200,9,120000
"July 9, 2018",17,10,2,15.00%,90,45,600
"July 9, 2018",17,10,6,15.00%,987,432,6180
"July 9, 2018",17,25,2,15.00%,225,39,1500
"July 9, 2018",17,25,6,15.00%,2442,402,15075
"July 9, 2018",17,50,2,15.00%,90,9,600
"July 9, 2018",17,50,6,15.00%,3264,288,20550
"July 9, 2018",17,100,6,15.00%,8145,297,49200
"July 9, 2018",17,250,6,15.00%,12375,147,75000
"July 9, 2018",17,500,6,12.00%,3600,45,30000
"July 9, 2018",17,1000,6,10.00%,23100,108,213000
"July 9, 2018",17,3000,6,10.00%,18000,30,180000
"July 9, 2018",17,10000,2,6.00%,7200,6,120000
"July 9, 2018",18,10,2,15.00%,189,75,1260
"July 9, 2018",18,10,6,15.00%,1017,465,6390
"July 9, 2018",18,25,2,15.00%,249,39,1650
"July 9, 2018",18,25,6,15.00%,2262,354,13800
"July 9, 2018",18,50,2,15.00%,135,18,900
"July 9, 2018",18,50,6,15.00%,3084,249,19200
"July 9, 2018",18,100,2,15.00%,180,9,1200
"July 9, 2018",18,100,6,15.00%,7200,282,43800
"July 9, 2018",18,250,6,15.00%,11250,162,69750
"July 9, 2018",18,500,6,12.00%,7560,75,60000
"July 9, 2018",18,1000,6,10.00%,18000,93,177000
"July 9, 2018",18,3000,6,10.00%,20700,30,207000
"July 9, 2018",18,10000,2,6.00%,21600,6,360000
"July 9, 2018",19,10,2,15.00%,144,75,960
"July 9, 2018",19,10,6,15.00%,1167,471,7140
"July 9, 2018",19,25,2,15.00%,159,24,1050
"July 9, 2018",19,25,6,15.00%,2160,387,13425
"July 9, 2018",19,50,2,15.00%,45,6,300
"July 9, 2018",19,50,6,15.00%,2544,219,16200
"July 9, 2018",19,100,2,15.00%,360,6,2400
"July 9, 2018",19,100,6,15.00%,7425,297,47100
"July 9, 2018",19,250,6,15.00%,10014,150,63000
"July 9, 2018",19,500,6,12.00%,6300,69,52500
"July 9, 2018",19,1000,6,10.00%,17400,117,168000
"July 9, 2018",19,3000,6,10.00%,11700,24,117000
"July 9, 2018",19,5000,2,8.00%,7200,12,90000
"July 9, 2018",19,10000,2,6.00%,25200,12,420000
"July 9, 2018",20,10,2,15.00%,180,66,1200
"July 9, 2018",20,10,6,15.00%,1368,609,8850
"July 9, 2018",20,25,2,15.00%,225,45,1500
"July 9, 2018",20,25,6,15.00%,1788,327,11100
"July 9, 2018",20,50,2,15.00%,45,6,300
"July 9, 2018",20,50,6,15.00%,3219,246,20100
"July 9, 2018",20,100,6,15.00%,8730,315,55200
"July 9, 2018",20,250,6,15.00%,9564,153,60000
"July 9, 2018",20,500,6,12.00%,8100,90,63000
"July 9, 2018",20,1000,6,10.00%,23700,114,219000
"July 9, 2018",20,3000,6,10.00%,31500,45,279000
"July 9, 2018",21,10,2,15.00%,126,60,840
"July 9, 2018",21,10,6,15.00%,1314,564,8220
"July 9, 2018",21,25,2,15.00%,225,39,1500
"July 9, 2018",21,25,6,15.00%,2913,474,18075
"July 9, 2018",21,50,2,15.00%,270,21,1800
"July 9, 2018",21,50,6,15.00%,2724,216,17100
"July 9, 2018",21,100,2,15.00%,90,6,600
"July 9, 2018",21,100,6,15.00%,8775,327,53700
"July 9, 2018",21,250,6,15.00%,13389,231,87750
"July 9, 2018",21,500,6,12.00%,10080,111,82500
"July 9, 2018",21,1000,2,10.00%,600,6,6000
"July 9, 2018",21,1000,6,10.00%,33300,144,297000
"July 9, 2018",21,3000,2,10.00%,1800,6,18000
"July 9, 2018",21,3000,6,10.00%,26100,45,243000
"July 9, 2018",21,5000,2,8.00%,4800,6,60000
"July 9, 2018",22,10,2,15.00%,261,93,1740
"July 9, 2018",22,10,6,15.00%,1347,561,8610
"July 9, 2018",22,25,2,15.00%,585,87,3900
"July 9, 2018",22,25,6,15.00%,3207,534,20325
"July 9, 2018",22,50,2,15.00%,135,18,900
"July 9, 2018",22,50,6,15.00%,3399,291,21600
"July 9, 2018",22,100,2,15.00%,180,9,1200
"July 9, 2018",22,100,6,15.00%,10305,375,64500
"July 9, 2018",22,250,6,15.00%,16539,216,103500
"July 9, 2018",22,500,6,12.00%,10800,108,81000
"July 9, 2018",22,1000,6,10.00%,35700,165,333000
"July 9, 2018",22,2000,2,10.00%,1200,6,12000
"July 9, 2018",22,3000,2,10.00%,5400,15,54000
"July 9, 2018",22,3000,6,10.00%,37800,51,351000
"July 9, 2018",22,10000,2,6.00%,10800,9,180000
"July 9, 2018",23,10,2,15.00%,198,81,1320
"July 9, 2018",23,10,6,15.00%,1458,543,9180
"July 9, 2018",23,25,2,15.00%,519,63,3450
"July 9, 2018",23,25,6,15.00%,2745,408,17250
"July 9, 2018",23,50,2,15.00%,405,24,2700
"July 9, 2018",23,50,6,15.00%,4275,312,26100
"July 9, 2018",23,100,2,15.00%,360,15,2400
"July 9, 2018",23,100,6,15.00%,11790,411,72000
"July 9, 2018",23,250,6,15.00%,17439,261,110250
"July 9, 2018",23,500,6,12.00%,12060,108,94500
"July 9, 2018",23,1000,6,10.00%,39300,171,366000
"July 9, 2018",23,3000,2,10.00%,3600,9,36000
"July 9, 2018",23,3000,6,10.00%,25200,42,225000
"July 9, 2018",23,5000,2,8.00%,4800,9,60000
"July 9, 2018",23,10000,2,6.00%,10800,15,180000
"July 10, 2018",0,10,2,15.00%,162,54,1080
"July 10, 2018",0,10,6,15.00%,978,372,6210
"July 10, 2018",0,25,2,15.00%,225,36,1500
"July 10, 2018",0,25,6,15.00%,1980,291,12075
"July 10, 2018",0,50,2,15.00%,225,18,1500
"July 10, 2018",0,50,6,15.00%,2745,231,17250
"July 10, 2018",0,100,2,15.00%,270,15,1800
"July 10, 2018",0,100,6,15.00%,9090,327,57300
"July 10, 2018",0,250,6,15.00%,13164,210,83250
"July 10, 2018",0,500,6,12.00%,10080,75,79500
"July 10, 2018",0,1000,2,10.00%,600,6,6000
"July 10, 2018",0,1000,6,10.00%,37500,165,339000
"July 10, 2018",0,2000,2,10.00%,1200,6,12000
"July 10, 2018",0,3000,2,10.00%,7200,9,72000
"July 10, 2018",0,3000,6,10.00%,25200,42,252000
"July 10, 2018",0,10000,2,6.00%,14400,9,240000
"July 10, 2018",1,10,2,15.00%,81,39,540
"July 10, 2018",1,10,6,15.00%,657,243,4110
"July 10, 2018",1,25,2,15.00%,69,18,450
"July 10, 2018",1,25,6,15.00%,1158,207,7425
"July 10, 2018",1,50,2,15.00%,45,6,300
"July 10, 2018",1,50,6,15.00%,1305,102,8400
"July 10, 2018",1,100,6,15.00%,7110,231,44400
"July 10, 2018",1,250,6,15.00%,6300,96,37500
"July 10, 2018",1,500,6,12.00%,9180,84,75000
"July 10, 2018",1,1000,6,10.00%,36900,132,348000
"July 10, 2018",1,2000,2,10.00%,2400,9,24000
"July 10, 2018",1,3000,2,10.00%,9000,12,90000
"July 10, 2018",1,3000,6,10.00%,21600,30,189000
"July 10, 2018",1,10000,2,6.00%,32400,24,540000
"July 10, 2018",2,10,2,15.00%,36,21,240
"July 10, 2018",2,10,6,15.00%,393,141,2460
"July 10, 2018",2,25,2,15.00%,69,9,450
"July 10, 2018",2,25,6,15.00%,708,108,4650
"July 10, 2018",2,50,6,15.00%,654,63,4050
"July 10, 2018",2,100,6,15.00%,4725,144,26400
"July 10, 2018",2,250,6,15.00%,2589,39,16500
"July 10, 2018",2,500,6,12.00%,3420,42,28500
"July 10, 2018",2,1000,6,10.00%,23700,84,234000
"July 10, 2018",2,2000,2,10.00%,2400,9,24000
"July 10, 2018",2,3000,2,10.00%,1800,6,18000
"July 10, 2018",2,3000,6,10.00%,30600,39,279000
"July 10, 2018",2,10000,2,6.00%,10800,15,180000
"July 10, 2018",3,10,6,15.00%,171,63,1050
"July 10, 2018",3,25,6,15.00%,573,78,3750
"July 10, 2018",3,50,6,15.00%,360,30,2400
"July 10, 2018",3,100,6,15.00%,2115,75,12600
"July 10, 2018",3,250,6,15.00%,5289,63,33000
"July 10, 2018",3,500,6,12.00%,2520,21,21000
"July 10, 2018",3,1000,6,10.00%,12900,48,126000
"July 10, 2018",3,3000,2,10.00%,5400,12,54000
"July 10, 2018",3,3000,6,10.00%,3600,9,27000
"July 10, 2018",3,10000,2,6.00%,14400,15,240000
"July 10, 2018",4,10,6,15.00%,150,69,990
"July 10, 2018",4,25,6,15.00%,294,51,1875
"July 10, 2018",4,50,2,15.00%,90,6,600
"July 10, 2018",4,50,6,15.00%,315,27,2100
"July 10, 2018",4,100,6,15.00%,765,33,5100
"July 10, 2018",4,250,6,15.00%,2364,33,15750
"July 10, 2018",4,1000,6,10.00%,4200,27,42000
"July 10, 2018",4,3000,2,10.00%,3600,6,36000
"July 10, 2018",4,10000,2,6.00%,10800,6,180000
"July 10, 2018",5,10,2,15.00%,9,6,60
"July 10, 2018",5,10,6,15.00%,180,78,1170
"July 10, 2018",5,25,6,15.00%,180,30,1200
"July 10, 2018",5,50,2,15.00%,405,6,2700
"July 10, 2018",5,50,6,15.00%,270,21,1650
"July 10, 2018",5,100,6,15.00%,360,9,2400
"July 10, 2018",5,250,6,15.00%,2364,30,15000
"July 10, 2018",5,1000,6,10.00%,600,6,6000
"July 10, 2018",5,10000,2,6.00%,3600,6,60000
"July 10, 2018",6,10,6,15.00%,225,105,1470
"July 10, 2018",6,25,2,15.00%,24,6,150
"July 10, 2018",6,25,6,15.00%,348,66,2325
"July 10, 2018",6,50,6,15.00%,159,21,1050
"July 10, 2018",6,100,6,15.00%,180,6,1200
"July 10, 2018",6,250,6,15.00%,2814,33,16500
"July 10, 2018",6,500,6,12.00%,1800,15,13500
"July 10, 2018",7,10,2,15.00%,18,12,120
"July 10, 2018",7,10,6,15.00%,510,201,3120
"July 10, 2018",7,25,2,15.00%,45,9,300
"July 10, 2018",7,25,6,15.00%,540,108,3375
"July 10, 2018",7,50,2,15.00%,90,9,600
"July 10, 2018",7,50,6,15.00%,1059,90,7050
"July 10, 2018",7,100,6,15.00%,2430,99,15600
"July 10, 2018",7,250,6,15.00%,4500,75,28500
"July 10, 2018",7,500,6,12.00%,2700,30,22500
"July 10, 2018",7,1000,6,10.00%,8400,42,81000
