dt,Hr,Entry Fee,Seats,Rake Percent,Rake,Users,Wager
"July 15, 2018",6,10,2,15.00%,18,12,120
"July 15, 2018",6,10,6,15.00%,285,126,1770
"July 15, 2018",6,25,6,15.00%,732,111,4875
"July 15, 2018",6,50,2,15.00%,135,6,900
"July 15, 2018",6,50,6,15.00%,585,45,3600
"July 15, 2018",6,100,6,15.00%,990,42,6000
"July 15, 2018",6,250,6,15.00%,564,9,3750
"July 15, 2018",6,1000,6,10.00%,5400,6,54000
"July 15, 2018",7,10,2,15.00%,45,21,300
"July 15, 2018",7,10,6,15.00%,582,243,3630
"July 15, 2018",7,25,2,15.00%,45,12,300
"July 15, 2018",7,25,6,15.00%,867,132,5175
"July 15, 2018",7,50,6,15.00%,1464,117,9000
"July 15, 2018",7,100,2,15.00%,90,6,600
"July 15, 2018",7,100,6,15.00%,1800,69,10800
"July 15, 2018",7,250,6,15.00%,1464,33,9750
"July 15, 2018",7,500,6,12.00%,720,9,6000
"July 15, 2018",7,1000,6,10.00%,4500,21,39000
"July 15, 2018",7,3000,6,10.00%,1800,6,18000
"July 15, 2018",8,10,2,15.00%,90,48,600
"July 15, 2018",8,10,6,15.00%,600,234,3690
"July 15, 2018",8,25,2,15.00%,69,18,450
"July 15, 2018",8,25,6,15.00%,1182,213,7050
"July 15, 2018",8,50,2,15.00%,45,6,300
"July 15, 2018",8,50,6,15.00%,1374,138,8550
"July 15, 2018",8,100,2,15.00%,270,6,1800
"July 15, 2018",8,100,6,15.00%,3285,144,21000
"July 15, 2018",8,250,6,15.00%,1464,30,9000
"July 15, 2018",8,500,6,12.00%,540,9,4500
"July 15, 2018",8,1000,6,10.00%,8100,27,75000
"July 15, 2018",9,10,2,15.00%,114,51,750
"July 15, 2018",9,10,6,15.00%,1053,411,6300
"July 15, 2018",9,25,2,15.00%,204,30,1350
"July 15, 2018",9,25,6,15.00%,1182,249,7350
"July 15, 2018",9,50,6,15.00%,1644,159,10500
"July 15, 2018",9,100,2,15.00%,90,6,600
"July 15, 2018",9,100,6,15.00%,6120,243,38700
"July 15, 2018",9,250,6,15.00%,4614,78,30750
"July 15, 2018",9,1000,6,10.00%,7800,48,78000
"July 15, 2018",9,3000,6,10.00%,1800,6,18000
"July 15, 2018",10,10,2,15.00%,90,45,600
"July 15, 2018",10,10,6,15.00%,1104,462,6900
"July 15, 2018",10,25,2,15.00%,405,57,2700
"July 15, 2018",10,25,6,15.00%,1779,318,10800
"July 15, 2018",10,50,2,15.00%,45,6,300
"July 15, 2018",10,50,6,15.00%,2544,234,15300
"July 15, 2018",10,100,2,15.00%,270,9,1800
"July 15, 2018",10,100,6,15.00%,6615,252,41400
"July 15, 2018",10,250,6,15.00%,7089,102,45000
"July 15, 2018",10,500,6,12.00%,1980,27,16500
"July 15, 2018",10,1000,6,10.00%,16200,69,153000
"July 15, 2018",10,3000,6,10.00%,3600,9,27000
"July 15, 2018",10,10000,2,6.00%,10800,9,180000
"July 15, 2018",11,10,2,15.00%,117,63,780
"July 15, 2018",11,10,6,15.00%,1440,597,9060
"July 15, 2018",11,25,2,15.00%,270,39,1800
"July 15, 2018",11,25,6,15.00%,2127,357,13425
"July 15, 2018",11,50,6,15.00%,3240,267,19950
"July 15, 2018",11,100,2,15.00%,180,6,1200
"July 15, 2018",11,100,6,15.00%,8685,327,52500
"July 15, 2018",11,250,6,15.00%,11025,171,66750
"July 15, 2018",11,500,6,12.00%,4320,54,34500
"July 15, 2018",11,1000,2,10.00%,600,6,6000
"July 15, 2018",11,1000,6,10.00%,22200,93,204000
"July 15, 2018",11,3000,6,10.00%,9000,18,90000
"July 15, 2018",12,10,2,15.00%,189,84,1260
"July 15, 2018",12,10,6,15.00%,1464,648,9210
"July 15, 2018",12,25,2,15.00%,450,66,3000
"July 15, 2018",12,25,6,15.00%,2565,420,16500
"July 15, 2018",12,50,2,15.00%,135,18,900
"July 15, 2018",12,50,6,15.00%,2835,249,17550
"July 15, 2018",12,100,2,15.00%,360,15,2400
"July 15, 2018",12,100,6,15.00%,11115,390,66000
"July 15, 2018",12,250,6,15.00%,12039,207,75750
"July 15, 2018",12,500,6,12.00%,9180,87,72000
"July 15, 2018",12,1000,2,10.00%,1800,6,18000
"July 15, 2018",12,1000,6,10.00%,27000,126,243000
"July 15, 2018",12,2000,2,10.00%,1200,6,12000
"July 15, 2018",12,3000,6,10.00%,12600,21,126000
"July 15, 2018",13,10,2,15.00%,117,54,780
"July 15, 2018",13,10,6,15.00%,1572,666,10140
"July 15, 2018",13,25,2,15.00%,384,54,2550
"July 15, 2018",13,25,6,15.00%,2769,486,17400
"July 15, 2018",13,50,2,15.00%,90,9,600
"July 15, 2018",13,50,6,15.00%,2790,252,17700
"July 15, 2018",13,100,2,15.00%,540,24,3600
"July 15, 2018",13,100,6,15.00%,8325,333,52500
"July 15, 2018",13,250,6,15.00%,8214,144,54000
"July 15, 2018",13,500,2,12.00%,360,6,3000
"July 15, 2018",13,500,6,12.00%,4500,54,37500
"July 15, 2018",13,1000,2,10.00%,600,6,6000
"July 15, 2018",13,1000,6,10.00%,31800,144,300000
"July 15, 2018",13,3000,6,10.00%,18900,21,189000
"July 15, 2018",13,5000,2,8.00%,2400,6,30000
"July 15, 2018",14,10,2,15.00%,171,78,1140
"July 15, 2018",14,10,6,15.00%,1635,678,10170
"July 15, 2018",14,25,2,15.00%,339,57,2250
"July 15, 2018",14,25,6,15.00%,2814,450,17625
"July 15, 2018",14,50,2,15.00%,45,6,300
"July 15, 2018",14,50,6,15.00%,2904,267,18750
"July 15, 2018",14,100,2,15.00%,540,15,3600
"July 15, 2018",14,100,6,15.00%,8505,333,54000
"July 15, 2018",14,250,6,15.00%,11139,171,69000
"July 15, 2018",14,500,2,12.00%,360,6,3000
"July 15, 2018",14,500,6,12.00%,3240,36,27000
"July 15, 2018",14,1000,2,10.00%,1200,9,12000
"July 15, 2018",14,1000,6,10.00%,28200,117,252000
"July 15, 2018",14,3000,2,10.00%,1800,6,18000
"July 15, 2018",14,3000,6,10.00%,15300,18,153000
"July 15, 2018",15,10,2,15.00%,90,39,600
"July 15, 2018",15,10,6,15.00%,1455,585,9210
"July 15, 2018",15,25,2,15.00%,204,33,1350
"July 15, 2018",15,25,6,15.00%,2937,450,18675
"July 15, 2018",15,50,2,15.00%,180,18,1200
"July 15, 2018",15,50,6,15.00%,3735,303,23100
"July 15, 2018",15,100,2,15.00%,1260,24,8400
"July 15, 2018",15,100,6,15.00%,7020,264,45300
"July 15, 2018",15,250,6,15.00%,11700,183,72750
"July 15, 2018",15,500,6,12.00%,5940,63,49500
"July 15, 2018",15,1000,2,10.00%,1800,9,18000
"July 15, 2018",15,1000,6,10.00%,23700,105,216000
"July 15, 2018",15,3000,2,10.00%,1800,6,18000
"July 15, 2018",15,3000,6,10.00%,21600,21,216000
"July 15, 2018",15,10000,2,6.00%,3600,6,60000
"July 15, 2018",16,10,2,15.00%,153,72,1020
"July 15, 2018",16,10,6,15.00%,1257,486,7920
"July 15, 2018",16,25,2,15.00%,180,36,1200
"July 15, 2018",16,25,6,15.00%,2364,351,14550
"July 15, 2018",16,50,2,15.00%,135,18,900
"July 15, 2018",16,50,6,15.00%,2880,246,18150
"July 15, 2018",16,100,2,15.00%,90,6,600
"July 15, 2018",16,100,6,15.00%,7560,276,47100
"July 15, 2018",16,250,6,15.00%,12489,180,75750
"July 15, 2018",16,500,6,12.00%,7380,75,57000
"July 15, 2018",16,1000,2,10.00%,600,6,6000
"July 15, 2018",16,1000,6,10.00%,25500,117,240000
"July 15, 2018",16,3000,6,10.00%,31500,33,288000
"July 15, 2018",17,10,2,15.00%,81,45,540
"July 15, 2018",17,10,6,15.00%,1095,483,6900
"July 15, 2018",17,25,2,15.00%,249,42,1650
"July 15, 2018",17,25,6,15.00%,1800,291,11325
"July 15, 2018",17,50,2,15.00%,135,15,900
"July 15, 2018",17,50,6,15.00%,2274,189,13200
"July 15, 2018",17,100,6,15.00%,8955,318,55200
"July 15, 2018",17,250,6,15.00%,8550,132,53250
"July 15, 2018",17,500,6,12.00%,7020,54,55500
"July 15, 2018",17,1000,2,10.00%,1200,6,12000
"July 15, 2018",17,1000,6,10.00%,19200,102,165000
"July 15, 2018",17,3000,6,10.00%,16200,18,162000
"July 15, 2018",17,10000,2,6.00%,10800,6,180000
"July 15, 2018",18,10,2,15.00%,117,66,780
"July 15, 2018",18,10,6,15.00%,1311,537,8130
"July 15, 2018",18,25,2,15.00%,294,45,1950
"July 15, 2018",18,25,6,15.00%,2454,384,15150
"July 15, 2018",18,50,2,15.00%,405,24,2700
"July 15, 2018",18,50,6,15.00%,2364,192,14250
"July 15, 2018",18,100,2,15.00%,270,12,1800
"July 15, 2018",18,100,6,15.00%,8280,303,48900
"July 15, 2018",18,250,6,15.00%,9789,144,62250
"July 15, 2018",18,500,6,12.00%,5580,51,42000
"July 15, 2018",18,1000,2,10.00%,1200,12,12000
"July 15, 2018",18,1000,6,10.00%,26100,117,255000
"July 15, 2018",18,3000,6,10.00%,24300,27,225000
"July 15, 2018",18,10000,2,6.00%,18000,15,300000
"July 15, 2018",19,10,2,15.00%,171,66,1140
"July 15, 2018",19,10,6,15.00%,1215,510,7440
"July 15, 2018",19,25,2,15.00%,450,78,3000
"July 15, 2018",19,25,6,15.00%,1968,384,12375
"July 15, 2018",19,50,2,15.00%,405,36,2700
"July 15, 2018",19,50,6,15.00%,2565,219,16200
"July 15, 2018",19,100,2,15.00%,180,12,1200
"July 15, 2018",19,100,6,15.00%,6480,231,41100
"July 15, 2018",19,250,6,15.00%,10800,162,69750
"July 15, 2018",19,500,2,12.00%,720,9,6000
"July 15, 2018",19,500,6,12.00%,8460,81,70500
"July 15, 2018",19,1000,6,10.00%,28800,147,273000
"July 15, 2018",19,2000,2,10.00%,1200,6,12000
"July 15, 2018",19,3000,2,10.00%,1800,6,18000
"July 15, 2018",19,3000,6,10.00%,27900,39,261000
"July 15, 2018",20,10,2,15.00%,81,42,540
"July 15, 2018",20,10,6,15.00%,1206,516,7560
"July 15, 2018",20,25,2,15.00%,384,51,2550
"July 15, 2018",20,25,6,15.00%,1980,318,12750
"July 15, 2018",20,50,2,15.00%,180,18,1200
"July 15, 2018",20,50,6,15.00%,1779,171,11400
"July 15, 2018",20,100,6,15.00%,6390,270,39900
"July 15, 2018",20,250,6,15.00%,10014,144,60000
"July 15, 2018",20,500,6,12.00%,8640,78,67500
"July 15, 2018",20,1000,6,10.00%,31200,135,288000
"July 15, 2018",20,3000,6,10.00%,15300,24,135000
"July 15, 2018",20,5000,2,8.00%,2400,6,30000
"July 15, 2018",21,10,2,15.00%,144,63,960
"July 15, 2018",21,10,6,15.00%,1188,501,7410
"July 15, 2018",21,25,2,15.00%,249,45,1650
"July 15, 2018",21,25,6,15.00%,2487,438,15600
"July 15, 2018",21,50,2,15.00%,270,24,1800
"July 15, 2018",21,50,6,15.00%,2745,207,15750
"July 15, 2018",21,100,2,15.00%,90,6,600
"July 15, 2018",21,100,6,15.00%,7425,273,46200
"July 15, 2018",21,250,6,15.00%,10575,156,63750
"July 15, 2018",21,500,2,12.00%,720,9,6000
"July 15, 2018",21,500,6,12.00%,7920,66,61500
"July 15, 2018",21,1000,2,10.00%,600,6,6000
"July 15, 2018",21,1000,6,10.00%,30300,144,288000
"July 15, 2018",21,3000,6,10.00%,12600,24,108000
"July 15, 2018",21,10000,2,6.00%,28800,15,480000
"July 15, 2018",22,10,2,15.00%,90,45,600
"July 15, 2018",22,10,6,15.00%,1383,549,8670
"July 15, 2018",22,25,2,15.00%,270,39,1800
"July 15, 2018",22,25,6,15.00%,2610,447,16800
"July 15, 2018",22,50,2,15.00%,675,39,4500
"July 15, 2018",22,50,6,15.00%,3780,285,22500
"July 15, 2018",22,100,2,15.00%,90,6,600
"July 15, 2018",22,100,6,15.00%,9135,345,54600
"July 15, 2018",22,250,6,15.00%,11925,189,75750
"July 15, 2018",22,500,6,12.00%,5400,57,43500
"July 15, 2018",22,1000,6,10.00%,34800,144,318000
"July 15, 2018",22,2000,2,10.00%,1200,6,12000
"July 15, 2018",22,3000,6,10.00%,33300,51,306000
"July 15, 2018",22,10000,2,6.00%,14400,15,240000
"July 15, 2018",23,10,2,15.00%,90,39,600
"July 15, 2018",23,10,6,15.00%,1332,507,8430
"July 15, 2018",23,25,2,15.00%,225,24,1500
"July 15, 2018",23,25,6,15.00%,2295,360,14550
"July 15, 2018",23,50,2,15.00%,180,15,1200
"July 15, 2018",23,50,6,15.00%,3105,252,19500
"July 15, 2018",23,100,6,15.00%,9630,345,61500
"July 15, 2018",23,250,6,15.00%,8550,114,54750
"July 15, 2018",23,500,6,12.00%,5760,60,43500
"July 15, 2018",23,1000,6,10.00%,39600,129,357000
"July 15, 2018",23,3000,6,10.00%,45900,54,387000
"July 15, 2018",23,5000,2,8.00%,2400,6,30000
"July 15, 2018",23,10000,2,6.00%,3600,6,60000
"July 16, 2018",0,10,2,15.00%,135,45,900
"July 16, 2018",0,10,6,15.00%,924,342,5490
"July 16, 2018",0,25,2,15.00%,180,27,1200
"July 16, 2018",0,25,6,15.00%,1779,279,10650
"July 16, 2018",0,50,2,15.00%,45,6,300
"July 16, 2018",0,50,6,15.00%,1935,174,12150
"July 16, 2018",0,100,6,15.00%,8145,294,49500
"July 16, 2018",0,250,6,15.00%,8550,123,52500
"July 16, 2018",0,500,6,12.00%,2880,30,22500
"July 16, 2018",0,1000,6,10.00%,36000,114,339000
"July 16, 2018",0,3000,6,10.00%,51300,48,477000
"July 16, 2018",0,5000,2,8.00%,2400,6,30000
"July 16, 2018",1,10,2,15.00%,63,30,420
"July 16, 2018",1,10,6,15.00%,429,174,2760
"July 16, 2018",1,25,2,15.00%,45,9,300
"July 16, 2018",1,25,6,15.00%,888,132,5325
"July 16, 2018",1,50,6,15.00%,1485,114,9150
"July 16, 2018",1,100,6,15.00%,4590,153,28200
"July 16, 2018",1,250,6,15.00%,5064,93,32250
"July 16, 2018",1,500,6,12.00%,1980,21,16500
"July 16, 2018",1,1000,6,10.00%,23100,84,216000
"July 16, 2018",1,3000,6,10.00%,26100,36,261000
"July 16, 2018",1,10000,2,6.00%,7200,6,120000
"July 16, 2018",2,10,2,15.00%,18,12,120
"July 16, 2018",2,10,6,15.00%,216,87,1350
"July 16, 2018",2,25,2,15.00%,24,6,150
"July 16, 2018",2,25,6,15.00%,843,120,5550
"July 16, 2018",2,50,6,15.00%,1014,81,6750
"July 16, 2018",2,100,6,15.00%,2655,96,15600
"July 16, 2018",2,250,6,15.00%,1464,30,9750
"July 16, 2018",2,500,2,12.00%,360,6,3000
"July 16, 2018",2,500,6,12.00%,360,6,3000
"July 16, 2018",2,1000,6,10.00%,15300,51,141000
"July 16, 2018",2,3000,6,10.00%,41400,42,387000
"July 16, 2018",2,5000,2,8.00%,2400,6,30000
"July 16, 2018",2,10000,2,6.00%,7200,6,120000
"July 16, 2018",3,10,6,15.00%,126,51,780
"July 16, 2018",3,25,2,15.00%,24,6,150
"July 16, 2018",3,25,6,15.00%,270,45,1800
"July 16, 2018",3,50,2,15.00%,45,6,300
"July 16, 2018",3,50,6,15.00%,675,51,4350
"July 16, 2018",3,100,6,15.00%,2205,63,13500
"July 16, 2018",3,250,6,15.00%,675,12,4500
"July 16, 2018",3,1000,6,10.00%,6300,30,63000
"July 16, 2018",3,3000,6,10.00%,43200,36,396000
"July 16, 2018",4,10,6,15.00%,36,21,240
"July 16, 2018",4,25,6,15.00%,258,30,1350
"July 16, 2018",4,50,6,15.00%,384,24,2550
"July 16, 2018",4,100,6,15.00%,495,21,3300
"July 16, 2018",4,250,6,15.00%,225,6,1500
"July 16, 2018",4,1000,6,10.00%,8100,39,78000
"July 16, 2018",4,3000,6,10.00%,8100,12,81000
"July 16, 2018",5,10,6,15.00%,60,30,390
"July 16, 2018",5,25,2,15.00%,24,6,150
"July 16, 2018",5,25,6,15.00%,405,63,2625
"July 16, 2018",5,50,2,15.00%,45,6,300
"July 16, 2018",5,50,6,15.00%,405,36,2700
"July 16, 2018",5,100,6,15.00%,270,18,1800
"July 16, 2018",5,1000,6,10.00%,4500,12,45000
"July 16, 2018",6,10,6,15.00%,171,90,1110
"July 16, 2018",6,25,6,15.00%,384,66,2175
"July 16, 2018",6,50,6,15.00%,540,36,3600
"July 16, 2018",6,100,6,15.00%,720,33,4800
"July 16, 2018",6,250,6,15.00%,450,6,3000
"July 16, 2018",6,500,6,12.00%,720,9,6000
"July 16, 2018",6,1000,6,10.00%,3000,15,27000
"July 16, 2018",7,10,2,15.00%,63,21,420
"July 16, 2018",7,10,6,15.00%,351,150,2190
"July 16, 2018",7,25,6,15.00%,1182,171,7200
"July 16, 2018",7,50,2,15.00%,45,6,300
"July 16, 2018",7,50,6,15.00%,654,63,4200
"July 16, 2018",7,100,6,15.00%,1800,72,11700
"July 16, 2018",7,250,6,15.00%,2814,36,16500
"July 16, 2018",7,500,6,12.00%,360,6,3000
"July 16, 2018",7,1000,6,10.00%,9300,36,84000
"July 16, 2018",7,3000,6,10.00%,3600,6,36000
"July 16, 2018",7,5000,2,8.00%,2400,6,30000
"July 16, 2018",7,10000,2,6.00%,3600,6,60000
"July 16, 2018",8,10,2,15.00%,45,30,300
"July 16, 2018",8,10,6,15.00%,438,195,2640
"July 16, 2018",8,25,2,15.00%,69,9,450
"July 16, 2018",8,25,6,15.00%,1497,234,9450
"July 16, 2018",8,50,6,15.00%,1080,90,6300
"July 16, 2018",8,100,6,15.00%,3420,138,22200
"July 16, 2018",8,250,6,15.00%,4950,66,30000
"July 16, 2018",8,1000,6,10.00%,8400,33,78000
"July 16, 2018",8,3000,6,10.00%,1800,6,18000
"July 16, 2018",8,10000,2,6.00%,14400,12,240000
"July 16, 2018",9,10,2,15.00%,144,51,960
"July 16, 2018",9,10,6,15.00%,711,291,4260
"July 16, 2018",9,25,2,15.00%,135,21,900
"July 16, 2018",9,25,6,15.00%,1395,237,8325
"July 16, 2018",9,50,2,15.00%,225,9,1500
"July 16, 2018",9,50,6,15.00%,1824,144,10650
"July 16, 2018",9,100,6,15.00%,4050,138,25200
"July 16, 2018",9,250,6,15.00%,4839,72,29250
"July 16, 2018",9,500,6,12.00%,900,15,7500
"July 16, 2018",9,1000,6,10.00%,11100,45,102000
"July 16, 2018",9,3000,6,10.00%,3600,12,36000
"July 16, 2018",9,10000,2,6.00%,18000,15,300000
"July 16, 2018",10,10,2,15.00%,153,63,1020
"July 16, 2018",10,10,6,15.00%,963,387,5850
"July 16, 2018",10,25,2,15.00%,270,48,1800
"July 16, 2018",10,25,6,15.00%,1914,300,12075
"July 16, 2018",10,50,2,15.00%,90,6,600
"July 16, 2018",10,50,6,15.00%,1890,153,11400
"July 16, 2018",10,100,2,15.00%,90,6,600
"July 16, 2018",10,100,6,15.00%,5310,195,32700
"July 16, 2018",10,250,6,15.00%,4500,75,28500
"July 16, 2018",10,500,6,12.00%,1260,15,9000
"July 16, 2018",10,1000,6,10.00%,18600,84,171000
"July 16, 2018",10,3000,6,10.00%,6300,12,63000
"July 16, 2018",10,10000,2,6.00%,36000,18,600000
"July 16, 2018",11,10,2,15.00%,126,42,840
"July 16, 2018",11,10,6,15.00%,1053,462,6720
"July 16, 2018",11,25,2,15.00%,294,42,1950
"July 16, 2018",11,25,6,15.00%,1845,294,11175
"July 16, 2018",11,50,2,15.00%,315,21,2100
"July 16, 2018",11,50,6,15.00%,1554,156,9750
"July 16, 2018",11,100,6,15.00%,7515,285,46800
"July 16, 2018",11,250,6,15.00%,7314,114,45000
"July 16, 2018",11,500,6,12.00%,7200,75,55500
"July 16, 2018",11,1000,6,10.00%,21900,90,201000
"July 16, 2018",11,3000,6,10.00%,18900,21,180000
"July 16, 2018",11,10000,2,6.00%,32400,18,540000
"July 16, 2018",12,10,2,15.00%,180,66,1200
"July 16, 2018",12,10,6,15.00%,1071,450,6720
"July 16, 2018",12,25,2,15.00%,429,66,2850
"July 16, 2018",12,25,6,15.00%,2058,348,12750
"July 16, 2018",12,50,2,15.00%,135,18,900
"July 16, 2018",12,50,6,15.00%,2229,219,14550
"July 16, 2018",12,100,2,15.00%,360,15,2400
"July 16, 2018",12,100,6,15.00%,9495,396,57900
"July 16, 2018",12,250,6,15.00%,4839,78,29250
"July 16, 2018",12,500,6,12.00%,6660,72,51000
"July 16, 2018",12,1000,2,10.00%,600,6,6000
"July 16, 2018",12,1000,6,10.00%,24600,96,219000
"July 16, 2018",12,3000,6,10.00%,17100,24,162000
"July 16, 2018",12,10000,2,6.00%,28800,18,480000
"July 16, 2018",13,10,2,15.00%,180,69,1200
"July 16, 2018",13,10,6,15.00%,1239,513,7770
"July 16, 2018",13,25,2,15.00%,204,33,1350
"July 16, 2018",13,25,6,15.00%,1812,333,11325
"July 16, 2018",13,50,2,15.00%,90,12,600
"July 16, 2018",13,50,6,15.00%,2499,219,15900
"July 16, 2018",13,100,2,15.00%,360,15,2400
"July 16, 2018",13,100,6,15.00%,7515,279,46800
"July 16, 2018",13,250,6,15.00%,7200,117,45000
"July 16, 2018",13,500,6,12.00%,4140,48,34500
"July 16, 2018",13,1000,6,10.00%,21000,117,198000
"July 16, 2018",13,2000,2,10.00%,2400,9,24000
"July 16, 2018",13,3000,2,10.00%,3600,12,36000
"July 16, 2018",13,3000,6,10.00%,15300,21,144000
"July 16, 2018",13,5000,2,8.00%,4800,6,60000
"July 16, 2018",13,10000,2,6.00%,10800,15,180000
"July 16, 2018",14,10,2,15.00%,144,54,960
"July 16, 2018",14,10,6,15.00%,1194,459,7320
"July 16, 2018",14,25,2,15.00%,429,69,2850
"July 16, 2018",14,25,6,15.00%,2148,381,13125
"July 16, 2018",14,50,2,15.00%,225,18,1500
"July 16, 2018",14,50,6,15.00%,2340,225,14850
"July 16, 2018",14,100,2,15.00%,270,18,1800
"July 16, 2018",14,100,6,15.00%,8910,312,54300
"July 16, 2018",14,250,6,15.00%,7314,132,46500
"July 16, 2018",14,500,6,12.00%,6120,51,51000
"July 16, 2018",14,1000,6,10.00%,23700,90,207000
"July 16, 2018",14,2000,2,10.00%,2400,9,24000
"July 16, 2018",14,3000,6,10.00%,18000,33,180000
"July 16, 2018",14,5000,2,8.00%,2400,6,30000
"July 16, 2018",14,10000,2,6.00%,7200,12,120000
"July 16, 2018",15,10,2,15.00%,162,66,1080
"July 16, 2018",15,10,6,15.00%,1323,570,8400
"July 16, 2018",15,25,2,15.00%,315,45,2100
"July 16, 2018",15,25,6,15.00%,2454,399,15375
"July 16, 2018",15,50,2,15.00%,405,39,2700
"July 16, 2018",15,50,6,15.00%,2025,198,13050
"July 16, 2018",15,100,2,15.00%,360,18,2400
"July 16, 2018",15,100,6,15.00%,9945,324,63000
"July 16, 2018",15,250,6,15.00%,9450,123,57750
"July 16, 2018",15,500,6,12.00%,7380,72,58500
"July 16, 2018",15,1000,6,10.00%,22200,105,213000
"July 16, 2018",15,2000,2,10.00%,2400,9,24000
"July 16, 2018",15,3000,6,10.00%,9000,18,90000
"July 16, 2018",15,10000,2,6.00%,7200,6,120000
"July 16, 2018",16,10,2,15.00%,189,81,1260
"July 16, 2018",16,10,6,15.00%,1305,534,7950
"July 16, 2018",16,25,2,15.00%,360,54,2400
"July 16, 2018",16,25,6,15.00%,1980,330,12525
"July 16, 2018",16,50,2,15.00%,135,15,900
"July 16, 2018",16,50,6,15.00%,3015,258,18450
"July 16, 2018",16,100,2,15.00%,180,9,1200
"July 16, 2018",16,100,6,15.00%,8325,324,53700
"July 16, 2018",16,250,6,15.00%,8889,120,54750
"July 16, 2018",16,500,6,12.00%,10260,102,82500
"July 16, 2018",16,1000,6,10.00%,15600,78,144000
"July 16, 2018",16,2000,2,10.00%,2400,9,24000
"July 16, 2018",16,3000,2,10.00%,1800,6,18000
"July 16, 2018",16,3000,6,10.00%,15300,27,153000
"July 16, 2018",16,5000,2,8.00%,2400,6,30000
"July 16, 2018",16,10000,2,6.00%,21600,9,360000
"July 16, 2018",17,10,2,15.00%,99,42,660
"July 16, 2018",17,10,6,15.00%,1296,498,7800
"July 16, 2018",17,25,2,15.00%,270,42,1800
"July 16, 2018",17,25,6,15.00%,2352,411,14550
"July 16, 2018",17,50,6,15.00%,1824,177,11550
"July 16, 2018",17,100,6,15.00%,7785,282,48900
"July 16, 2018",17,250,6,15.00%,8325,138,49500
"July 16, 2018",17,500,6,12.00%,4680,48,39000
"July 16, 2018",17,1000,6,10.00%,28800,120,270000
"July 16, 2018",17,3000,2,10.00%,1800,6,18000
"July 16, 2018",17,3000,6,10.00%,17100,21,171000
"July 16, 2018",17,5000,2,8.00%,2400,6,30000
"July 16, 2018",17,10000,2,6.00%,10800,12,180000
"July 16, 2018",18,10,2,15.00%,198,75,1320
"July 16, 2018",18,10,6,15.00%,1224,510,7800
"July 16, 2018",18,25,2,15.00%,225,36,1500
"July 16, 2018",18,25,6,15.00%,2103,345,13575
"July 16, 2018",18,50,2,15.00%,180,21,1200
"July 16, 2018",18,50,6,15.00%,2409,183,15000
"July 16, 2018",18,100,6,15.00%,8595,333,53400
"July 16, 2018",18,250,6,15.00%,10464,144,67500
"July 16, 2018",18,500,6,12.00%,6660,54,52500
"July 16, 2018",18,1000,2,10.00%,600,6,6000
"July 16, 2018",18,1000,6,10.00%,35100,132,321000
"July 16, 2018",18,2000,2,10.00%,1200,6,12000
"July 16, 2018",18,3000,2,10.00%,1800,6,18000
"July 16, 2018",18,3000,6,10.00%,22500,30,207000
"July 16, 2018",18,10000,2,6.00%,3600,6,60000
"July 16, 2018",19,10,2,15.00%,234,63,1560
"July 16, 2018",19,10,6,15.00%,1404,594,8700
"July 16, 2018",19,25,2,15.00%,339,54,2250
"July 16, 2018",19,25,6,15.00%,2454,435,15450
"July 16, 2018",19,50,2,15.00%,180,12,1200
"July 16, 2018",19,50,6,15.00%,2385,195,14850
"July 16, 2018",19,100,2,15.00%,180,6,1200
"July 16, 2018",19,100,6,15.00%,7740,267,45300
"July 16, 2018",19,250,6,15.00%,10800,141,64500
"July 16, 2018",19,500,6,12.00%,2880,36,21000
"July 16, 2018",19,1000,6,10.00%,34500,135,312000
"July 16, 2018",19,2000,2,10.00%,2400,12,24000
"July 16, 2018",19,3000,6,10.00%,9000,18,90000
"July 16, 2018",19,5000,2,8.00%,4800,9,60000
"July 16, 2018",20,10,2,15.00%,162,90,1080
"July 16, 2018",20,10,6,15.00%,1257,543,7890
"July 16, 2018",20,25,2,15.00%,315,60,2100
"July 16, 2018",20,25,6,15.00%,2544,447,15975
"July 16, 2018",20,50,2,15.00%,180,24,1200
"July 16, 2018",20,50,6,15.00%,2319,225,14850
"July 16, 2018",20,100,2,15.00%,180,12,1200
"July 16, 2018",20,100,6,15.00%,7830,318,46800
"July 16, 2018",20,250,6,15.00%,10014,153,60750
"July 16, 2018",20,500,2,12.00%,360,6,3000
"July 16, 2018",20,500,6,12.00%,4140,54,34500
"July 16, 2018",20,1000,2,10.00%,600,6,6000
"July 16, 2018",20,1000,6,10.00%,31200,147,285000
"July 16, 2018",20,3000,6,10.00%,32400,39,288000
"July 16, 2018",20,5000,2,8.00%,7200,12,90000
"July 16, 2018",20,10000,2,6.00%,25200,18,420000
"July 16, 2018",21,10,2,15.00%,189,69,1260
"July 16, 2018",21,10,6,15.00%,1455,618,9120
"July 16, 2018",21,25,2,15.00%,294,48,1950
"July 16, 2018",21,25,6,15.00%,3117,528,19350
"July 16, 2018",21,50,2,15.00%,90,12,600
"July 16, 2018",21,50,6,15.00%,2544,234,16050
"July 16, 2018",21,100,2,15.00%,630,27,4200
"July 16, 2018",21,100,6,15.00%,8775,339,54000
"July 16, 2018",21,250,6,15.00%,10014,162,61500
"July 16, 2018",21,500,6,12.00%,9000,75,69000
"July 16, 2018",21,1000,6,10.00%,34200,159,321000
